,source,author,title,description,url,urlToImage,publishedAt,content
10,"{'id': None, 'name': 'Biztoc.com'}",coingape.com,"Crypto Prices Today: BTC, SEI Lead Gains As Pepe Coin Remains Flat","The crypto prices today noted strong gains as investors seem to be regaining confidence in the digital assets space. Meanwhile, the market has been highly volatile from last week, due to the growing regulatory concerns and other macroeconomic factors weighing…",https://biztoc.com/x/f7455b0d346f169f,https://c.biztoc.com/p/f7455b0d346f169f/s.webp,2023-12-19T05:16:12Z,"The crypto prices today noted strong gains as investors seem to be regaining confidence in the digital assets space. Meanwhile, the market has been highly volatile from last week, due to the growing … [+290 chars]"
11,"{'id': None, 'name': 'newsBTC'}",Ronaldo Marquez,Spanish Police Crack Down On Crypto-Based ISIS Funding Operation,"Spanish police successfully dismantled a network involved in financing ISIS through crypto transactions, resulting in the arrest of five individuals over the weekend. The operation, part of a two-and-a-half-year investigation, targeted individuals allegedly c…",http://www.newsbtc.com/crypto/spanish-police-crack-down-on-crypto-based-isis-funding-operation/,https://www.newsbtc.com/wp-content/uploads/2023/12/shutterstock_download-2-6.jpg?fit=390%2C260,2023-12-19T04:00:35Z,"Spanish police successfully dismantled a network involved in financing ISIS through crypto transactions, resulting in the arrest of five individuals over the weekend. The operation, part of a two-and… [+3986 chars]"
12,"{'id': None, 'name': 'Investing.com'}",U.Today,"Ethereum's Price Edges Toward $2,500: Surge or Mirage Ahead?","Ethereum's Price Edges Toward $2,500: Surge or Mirage Ahead?",https://www.investing.com/news/cryptocurrency-news/ethereums-price-edges-toward-2500-surge-or-mirage-ahead-3259428,https://i-invdn-com.investing.com/news/Ethereum_800x533_L_1599056633.jpg,2023-12-19T03:00:31Z,"U.Today - The has recently witnessed a tempting approach toward the $2,500 mark. However, this price movement occurs amid a less-than-ideal backdrop for its decentralized finance (DeFi) sector, which… [+3726 chars]"
13,"{'id': None, 'name': 'Bitcoinist'}",Reynaldo Marquez,Ripple And Coinbase Power Play: $78M Into 2024 Election Influence,"In a striking display of financial muscle, cryptocurrency companies, such as Ripple and Coinbase, and investors have collectively contributed $78 million to super Political Action Committees (PACs) focused on shaping the 2024 US elections. This substantial su…",https://bitcoinist.com/ripple-coinbase-78m-into-2024-election-influence/,https://bitcoinist.com/wp-content/uploads/2023/12/Crypto-Bitcoin-BTC-BTCUSDT-Coinbase-COIN-COINUSD.jpg,2023-12-19T02:00:30Z,"In a striking display of financial muscle, cryptocurrency companies, such as Ripple and Coinbase, and investors have collectively contributed $78 million to super Political Action Committees (PACs) f… [+2721 chars]"
14,"{'id': None, 'name': 'Biztoc.com'}",watcher.guru,Dogecoin Founder Had Another Crypto Project Before 2014; What Happened to It?,"Before creating the popular meme-inspired cryptocurrency Dogecoin, Billy Markus first developed an experimental digital token in 2013 called BELLS. However, this predecessor to Dogecoin was quickly abandoned after Markus launched Dogecoin just days later. DOG…",https://biztoc.com/x/76c81ec7a18acd80,https://c.biztoc.com/p/76c81ec7a18acd80/s.webp,2023-12-18T23:44:07Z,"Before creating the popular meme-inspired cryptocurrency Dogecoin, Billy Markus first developed an experimental digital token in 2013 called BELLS. However, this predecessor to Dogecoin was quickly a… [+275 chars]"
15,"{'id': None, 'name': 'Biztoc.com'}",bitcoinist.com,"Dogecoin Failure To Launch Worries Investors, But Analyst Says It Could Change Soon","Despite being the most popular meme coin in the crypto market right now, the price of Dogecoin has not performed as well as investors expected. Instead of following the overall trend of all coins in the space to new yearly highs, the price continued to stall.…",https://biztoc.com/x/f7a725a9b0a11385,https://c.biztoc.com/p/f7a725a9b0a11385/s.webp,2023-12-18T22:08:06Z,"Despite being the most popular meme coin in the crypto market right now, the price of Dogecoin has not performed as well as investors expected. Instead of following the overall trend of all coins in … [+300 chars]"
16,"{'id': None, 'name': 'Bitcoinist'}",Scott Matherson,"Dogecoin Failure To Launch Worries Investors, But Analyst Says It Could Change Soon","Despite being the most popular meme coin in the crypto market right now, the price of Dogecoin has not performed as well as investors expected. Instead of following the overall trend of all coins in the space to new yearly highs, the price continued to stall.…",https://bitcoinist.com/dogecoin-failure-to-launch/,,2023-12-18T22:00:42Z,"Despite being the most popular meme coin in the crypto market right now, the price of Dogecoin has not performed as well as investors expected. Instead of following the overall trend of all coins in … [+3023 chars]"
17,"{'id': None, 'name': 'Biztoc.com'}",observer.com,Elon Musk Pledges $100M to Launch a New University in Austin,"In October of 2021, Elon Musk tweeted his plans to open a Texas university complete with “epic merch” and tuition paid in his favored cryptocurrency, Dogecoin. Although it was unclear at the time whether the billionaire’s comments were a joke, his intention t…",https://biztoc.com/x/5e063717947f720b,https://c.biztoc.com/p/5e063717947f720b/s.webp,2023-12-18T21:08:23Z,"In October of 2021, Elon Musk tweeted his plans to open a Texas university complete with epic merch and tuition paid in his favored cryptocurrency, Dogecoin. Although it was unclear at the time wheth… [+285 chars]"
18,"{'id': None, 'name': 'Observer'}","Alexandra Tremayne-Pengelly, Alexandra Tremayne-Pengelly",Elon Musk Pledges $100M to Launch a New University in Austin,The school will initially enroll around 50 students and specialize in STEM subjects.,https://observer.com/2023/12/elon-musk-opening-austin-university/,https://observer.com/wp-content/uploads/sites/2/2023/12/GettyImages-1852528305.jpg?quality=80&w=635&h=423,2023-12-18T21:02:58Z,"Elon Musk in Rome on December 15, 2023. Antonio Masiello/Getty Images
In October of 2021, Elon Musk tweeted his plans to open a Texas university complete with “epic merch” and tuition paid in his fa… [+3845 chars]"
19,"{'id': None, 'name': 'Biztoc.com'}",cointelegraph.com,"Trader gambles $226K on Solana memecoin, hits $1.69M in 5 days","The Solana memecoin frenzy continues as a trader turns $226,000 into well over $1.6 million by gambling on a token with a beanie-wearing dog as its mascot. Between Dec. 13 and 15, a crypto trader bought over 19 million Dogwifhat (WIF) tokens, a dog-themed mem…",https://biztoc.com/x/c474bec6e8c8762e,https://c.biztoc.com/p/c474bec6e8c8762e/s.webp,2023-12-18T20:54:08Z,"The Solana memecoin frenzy continues as a trader turns $226,000 into well over $1.6 million by gambling on a token with a beanie-wearing dog as its mascot.Between Dec. 13 and 15, a crypto trader boug… [+280 chars]"
20,"{'id': None, 'name': 'Cointelegraph'}",Rakesh Upadhyay,"Análisis de precios al 18/12: SPX, DXY, BTC, ETH, BNB, XRP, SOL, ADA, AVAX, DOGE","Puede que bitcoin siga bajo presión durante unos días, pero es poco probable que se produzca un desplome, puesto que se espera que los traders compren las caídas a la espera de un ETF de bitcoin al contado.
 El índice S&P 500 (SPX) subió un 2.49% la semana pa…",https://es.cointelegraph.com/news/price-analysis-12-18-spx-dxy-btc-eth-bnb-xrp-sol-ada-avax-doge,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2023-12/b3279912-cb00-455b-a766-d1b200a0017c.jpg",2023-12-18T20:45:00Z,"El índice S&amp;P 500 (SPX) subió un 2.49% la semana pasada, extendiendo su racha de ganancias semanales a siete semanas, la más larga desde 2017. Sin embargo, bitcoin (BTC) no pudo mantener su impul… [+9711 chars]"
21,"{'id': None, 'name': 'Biztoc.com'}",watcher.guru,Dogecoin Price Prediction for Christmas Day,"It’s the most wonderful time of the year, and crypto investors are seeking the best investments from throughout the market to the end of December! However, as the largest meme coin on the market, we gift you a Dogceoin (DOGE) price prediction for Christmas Da…",https://biztoc.com/x/e438c72e5f977661,https://c.biztoc.com/p/e438c72e5f977661/s.webp,2023-12-18T20:14:28Z,"Its the most wonderful time of the year, and crypto investors are seeking the best investments from throughout the market to the end of December! However, as the largest meme coin on the market, we g… [+264 chars]"
22,"{'id': None, 'name': 'Biztoc.com'}",cryptodaily.co.uk,Bonk Coin Skyrockets 500%: Can Dogecoin (DOGE) and Shiba Inu (SHIB) Survive the Meme Showdown?,"a Solana-based meme coin, has recently taken center stage, seeing a tremendous 500% increase over the past month following the listing on Binance. Bonk has even outperformed PEPE, making it to the top 3 meme coins by market cap. However, Dogecoin (DOGE) and S…",https://biztoc.com/x/99bb78aaaed87f47,https://c.biztoc.com/p/99bb78aaaed87f47/s.webp,2023-12-18T18:40:29Z,", a Solana-based meme coin, has recently taken center stage, seeing a tremendous 500% increase over the past month following the listing on Binance. Bonk has even outperformed PEPE, making it to the … [+273 chars]"
23,"{'id': None, 'name': 'Biztoc.com'}",cryptonews.com,Biggest Crypto Gainers Today on Uniswap,"Uniswap logo Blue-chip cryptocurrencies continue to pull lower from multi-month/year highs hit earlier in the month amid profit-taking ahead of what is expected to be a somewhat calmer and lower volume run in to the end of the year, as major market participan…",https://biztoc.com/x/649f78d16f9aed02,https://c.biztoc.com/p/649f78d16f9aed02/s.webp,2023-12-18T18:32:37Z,Uniswap logoBlue-chip cryptocurrencies continue to pull lower from multi-month/year highs hit earlier in the month amid profit-taking ahead of what is expected to be a somewhat calmer and lower volum… [+272 chars]
24,"{'id': None, 'name': 'Cointelegraph'}",Cointelegraph by Rakesh Upadhyay,"Price analysis 12/18: SPX, DXY, BTC, ETH, BNB, XRP, SOL, ADA, AVAX, DOGE","Bitcoin may remain under pressure for a few days, but a collapse is unlikely as traders are expected to buy the dips in anticipation of a spot Bitcoin ETF.",https://cointelegraph.com/news/price-analysis-12-18-spx-dxy-btc-eth-bnb-xrp-sol-ada-avax-doge,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2023-12/b3279912-cb00-455b-a766-d1b200a0017c.jpg",2023-12-18T18:32:23Z,"The S&amp;P 500 Index (SPX) rose 2.49% last week, extending its string of weekly gains to seven weeks, the longest such winning streak since 2017. However, Bitcoin (BTC) could not maintain its moment… [+8195 chars]"
25,"{'id': None, 'name': 'Biztoc.com'}",newsbtc.com,"Dogecoin On-Chain Metrics Explode, Can DOGE Price Reach $0.2?","The Dogecoin price action has had quite a disinteresting year than most would expect from the biggest meme coin. Despite currently being up around 77% from its bear market lows of $0.053 in June 2022, the crypto has lagged compared to top cryptocurrencies lik…",https://biztoc.com/x/f9e25569911faae6,https://c.biztoc.com/p/f9e25569911faae6/s.webp,2023-12-18T18:06:05Z,The Dogecoin price action has had quite a disinteresting year than most would expect from the biggest meme coin. Despite currently being up around 77% from its bear market lows of $0.053 in June 2022… [+306 chars]
26,"{'id': None, 'name': 'newsBTC'}",Scott Matherson,"Dogecoin On-Chain Metrics Explode, Can DOGE Price Reach $0.2?","The Dogecoin price action has had quite a disinteresting year than most would expect from the biggest meme coin. Despite currently being up around 77% from its bear market lows of $0.053 in June 2022, the crypto has lagged compared to top cryptocurrencies lik…",http://www.newsbtc.com/dogecoin-2/dogecoin-doge-price-reach-0-2/,https://www.newsbtc.com/wp-content/uploads/2023/12/Dogecoin-Small-1.jpeg?fit=320%2C213,2023-12-18T18:00:35Z,The Dogecoin price action has had quite a disinteresting year than most would expect from the biggest meme coin. Despite currently being up around 77% from its bear market lows of $0.053 in June 2022… [+3134 chars]
27,"{'id': None, 'name': 'BeInCrypto'}",Luis Jesús Blanco Crespo,"Trader de Solana invierte $226,000 en una memecoin y recibe $1,5 millones","Otra criptomoneda meme de Solana ha aparecido en el mercado. Un trader tuvo mucha suerte: el valor de sus inversiones aumentó exponencialmente en cinco días. En menos de una semana, el usuario obtuvo un beneficio de 1,47 millones de dólares, como lo destacó l…",https://es.beincrypto.com/trader-solana-gana-1-5-millones-memecoin/,https://s32679.pcdn.co/wp-content/uploads/2023/11/imagen-40.png.webp,2023-12-18T17:36:00Z,"Otra criptomoneda meme de Solana ha aparecido en el mercado. Un trader tuvo mucha suerte: el valor de sus inversiones aumentó exponencialmente en cinco días.
En menos de una semana, el usuario obtuv… [+2847 chars]"
28,"{'id': None, 'name': 'Cointelegraph'}",Turner Wright,La Comisión Europea abre procedimiento formal para investigar a X,"La Comisión Europea planea evaluar si X violó la Ley de Servicios Digitales.
 La Comisión Europea comunicó que había abierto un procedimiento formal para investigar a X -antes Twitter- por contenidos relacionados con los atentados del grupo terrorista Hamás c…",https://es.cointelegraph.com/news/eu-commission-twitter-dissemination-illegal-content,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2023-12/4c91e103-937a-4e52-9802-ceb2dcd03351.jpg",2023-12-18T17:30:00Z,"La Comisión Europea comunicó que había abierto un procedimiento formal para investigar a X -antes Twitter- por contenidos relacionados con los atentados del grupo terrorista Hamás contra Israel.
En … [+4085 chars]"
29,"{'id': None, 'name': 'Cointelegraph'}",Cointelegraph by Turner Wright,EU Commission targets X over ‘dissemination of illegal content’,X owner Elon Musk told advertisers to “go fuck yourself” on Nov. 29 after many left the social media platform in response to antisemitic content and a report on hate speech.,https://cointelegraph.com/news/eu-commission-twitter-dissemination-illegal-content,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2023-12/4c91e103-937a-4e52-9802-ceb2dcd03351.jpg",2023-12-18T16:30:56Z,"The European Commission said it had opened formal proceedings to investigate X formerly Twitter over content related to the terrorist group Hamas attacks against Israel.
In a Dec. 18 notice, the com… [+2877 chars]"
30,"{'id': None, 'name': 'Biztoc.com'}",coinjournal.net,"Amidst Stagnant Price Movements for Dogecoin and PEPE, Investors Pivot to Rebel Satoshi for Greater Returns","TLDR Rebel Satoshi ($RBLZ) claims the top position among new ICOs, opening the door to a potential 150% profit. Market experts predict that PEPE will rise to $0.0000040. Increased activity in the Dogecoin ecosystem could push DOGE to $0.205 in January 2024. P…",https://biztoc.com/x/88e8449791b4d658,https://c.biztoc.com/p/88e8449791b4d658/s.webp,2023-12-18T16:30:29Z,"TLDRRebel Satoshi ($RBLZ) claims the top position among new ICOs, opening the door to a potential 150% profit.Market experts predict that PEPE will rise to $0.0000040.Increased activity in the Dogeco… [+287 chars]"
31,"{'id': None, 'name': 'Coinjournal.net'}",News Team,"Amidst Stagnant Price Movements for Dogecoin and PEPE, Investors Pivot to Rebel Satoshi for Greater Returns","TLDR Rebel Satoshi ($RBLZ) claims the top position among new ICOs, opening the door to a potential 150% profit. Market experts predict that PEPE will rise to $0.0000040. Increased activity in the Dogecoin ecosystem could push DOGE to $0.205 in January 2024. P…",https://coinjournal.net/news/amidst-stagnant-price-movements-for-dogecoin-and-pepe-investors-pivot-to-rebel-satoshi-for-greater-returns/,https://coinjournal.net/wp-content/uploads/2023/12/1702915986343-4ad7eea1-0af4-4ad7-9efb-f9d9c6cd80f9.jpg,2023-12-18T16:20:10Z,"TLDR
<ul><li>Rebel Satoshi ($RBLZ) claims the top position among new ICOs, opening the door to a potential 150% profit.
</li><li>Market experts predict that PEPE will rise to $0.0000040.
</li><li>… [+4039 chars]"
32,"{'id': None, 'name': 'BeInCrypto'}",Luis Jesús Blanco Crespo,El cofundador de Dogecoin critica la IA en la industria de la criptomonedas: la codicia los ciega,"El cofundador de Dogecoin, Billy Markus, criticó a las startups tecnológicas que mencionan la IA y las criptomonedas en sus lanzamientos, afirmando que la codicia está cegando a todos en el mundo de las criptomonedas.
El post El cofundador de Dogecoin critica…",https://es.beincrypto.com/cofundador-dogecoin-critica-ia-industria-cripto-advierte-codicia/,https://s32679.pcdn.co/wp-content/uploads/2023/11/Dogecoin-DOGE-Price-Up-1.png.webp,2023-12-18T16:20:00Z,"Billy Markus, cofundador de la criptomoneda memeDogecoin, criticó los lanzamientos de startups tecnológicas que mencionan la Inteligencia Artificial (IA) y las criptomonedas.
Mientras que la IA atra… [+2729 chars]"
33,"{'id': None, 'name': 'Biztoc.com'}",bitcoinist.com,Dogecoin Founder Denies Ties To Abandoned Crypto Project From 2013,Dogecoin founder Billy Markus has found himself in the middle of another controversy as crypto developers dig up a project that was abandoned 10 years ago. The project which was titled BELLS was Markus’s brainchild before the idea for Dogecoin was born. Howev…,https://biztoc.com/x/b1cf1ab7c927683a,https://c.biztoc.com/p/b1cf1ab7c927683a/s.webp,2023-12-18T14:40:06Z,Dogecoin founder Billy Markus has found himself in the middle of another controversy as crypto developers dig up a project that was abandoned 10 years ago. The project which was titled BELLS was Mark… [+279 chars]
34,"{'id': None, 'name': 'Bitcoinist'}",Scott Matherson,Dogecoin Founder Denies Ties To Abandoned Crypto Project From 2013,Dogecoin founder Billy Markus has found himself in the middle of another controversy as crypto developers dig up a project that was abandoned 10 years ago. The project which was titled BELLS was Markus’s brainchild before the idea for Dogecoin was born. Howev…,https://bitcoinist.com/dogecoin-founder-project-2013/,,2023-12-18T14:30:41Z,Dogecoin founder Billy Markus has found himself in the middle of another controversy as crypto developers dig up a project that was abandoned 10 years ago. The project which was titled BELLS was Mark… [+3069 chars]
35,"{'id': None, 'name': 'Moneycontrol'}","Hindi.Moneycontrol.com Team, Moneycontrol Hindi","Crypto Price: क्रिप्टो मार्केट में कोहराम, 10% तक की गिरावट, BitCoin के लिए मिला-जुला रुझान",Crypto Price: क्रिप्टो मार्केट में आज कोहराम मचा हुआ है। मार्केट कैप के हिसाब से टॉप-10 का सिर्फ दो क्रिप्टो- टेथर (Tether) और यूएसडी क्वॉइन (USD Coin) ही ग्रीन जोन में है लेकिन ये भी लगभग फ्लैट भाव पर ही हैं। वहीं बाकी क्रिप्टो में 10% तक की गिरावट है। मार्क…,https://hindi.moneycontrol.com/news/business/crypto-market-blood-bath-all-red-except-two-in-top-10-bitcoin-price-slips-but-market-share-firm-ethereum-down-1664361.html,https://images.moneycontrol.com/static-hindinews/2023/12/bitcoin-pexels-4-637x435.jpg,2023-12-18T12:56:08Z,"Crypto Price: -10 - (Tether) (USD Coin) 10% 41100 1.92 41,064.15 (34.11 ) (BitCoin Price) 
 (Ethereum) 3 24 3.16% 1.54 (127.93 ) 
Vedanta , 11 , 
10 4 11 XRP 6 , 5 , 3 1 
SpiceJet Go First? , 20%… [+737 chars]"
36,"{'id': None, 'name': 'Biztoc.com'}",coinpedia.org,"Top Whales Crypto Picks for December, Hidden Gems with Possible Surge","The post Top Whales Crypto Picks for December, Hidden Gems with Possible Surge appeared first on Coinpedia Fintech News As the year draws to a close, the crypto market is abuzz with the speculation of a Santa Claus rally. This term, often used in traditional …",https://biztoc.com/x/d47fef946a58a215,https://c.biztoc.com/p/d47fef946a58a215/s.webp,2023-12-18T12:46:14Z,"The post Top Whales Crypto Picks for December, Hidden Gems with Possible Surge appeared first on Coinpedia Fintech NewsAs the year draws to a close, the crypto market is abuzz with the speculation of… [+304 chars]"
37,"{'id': None, 'name': 'Biztoc.com'}",beincrypto.com,Dogecoin Co-Founder Criticizes AI and Crypto: Driven by Greed?,"Billy Markus, the co-founder of the meme coin Dogecoin, criticized the tech startup pitches that mention Artificial Intelligence (AI) and crypto. While AI attracted significant investor attention in 2023, crypto venture capital (VC) funding has just recovered…",https://biztoc.com/x/b4c184a3f6a1d41a,https://c.biztoc.com/p/b4c184a3f6a1d41a/s.webp,2023-12-18T12:46:08Z,"Billy Markus, the co-founder of the meme coin Dogecoin, criticized the tech startup pitches that mention Artificial Intelligence (AI) and crypto.While AI attracted significant investor attention in 2… [+325 chars]"
38,"{'id': None, 'name': 'The Daily Hodl'}",Daily Hodl Staff,"Crypto Whales Heavily Loading Up on Ethereum, Accumulate $230,000,000 in ETH in One Week: Trader","A closely followed analyst says that crypto whales have gobbled up hundreds of millions of dollars worth of top altcoin Ethereum (ETH) during the last seven days. In a new thread, crypto strategist Ali Martinez tells his 36,100 followers on the social media p…",https://dailyhodl.com/2023/12/18/crypto-whales-heavily-loading-up-on-ethereum-accumulate-230000000-in-eth-in-one-week-trader/,https://dailyhodl.com/wp-content/uploads/2023/04/Crypto-Whales-and-Sharks.jpg,2023-12-18T12:45:25Z,"A closely followed analyst says that crypto whales have gobbled up hundreds of millions of dollars worth of top altcoin Ethereum (ETH) during the last seven days.
In a new thread, crypto strategist … [+1558 chars]"
39,"{'id': None, 'name': 'Cointelegraph'}",Ezra Reguerra,"Trader apuesta en memecoin de Solana, gana USD 1.69M en 5 días","Otra criptomoneda con temática canina se destaca mientras continúa la fiebre de las memecoins de Solana.
 La fiebre de las memecoins de Solana continúa mientras un trader convierte USD 226,000 en más de USD 1.6 millones al apostar por un token con un perro co…",https://es.cointelegraph.com/news/trader-gambles-226k-solana-memecoin-1-69m-five-days,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2023-12/d5ff8091-4ec3-40db-92a8-8407868724c6.jpg",2023-12-18T12:45:00Z,"La fiebre de las memecoins de Solana continúa mientras un trader convierte USD 226,000 en más de USD 1.6 millones al apostar por un token con un perro con gorro como mascota.
Entre el 13 y el 15 de … [+2921 chars]"
