,source,author,title,description,url,urlToImage,publishedAt,content
10,"{'id': None, 'name': 'Biztoc.com'}",cointelegraph.com,Coinbase introduces spot crypto trading for institutional investors outside US,"United States-based cryptocurrency exchange Coinbase announced that institutional investors on its international exchange can access spot crypto trading services. In a Dec. 13 announcement, Coinbase said institutional clients based outside the U.S. will be ab…",https://biztoc.com/x/de31ad9a1e7279dc,https://c.biztoc.com/p/de31ad9a1e7279dc/s.webp,2023-12-13T16:22:08Z,"United States-based cryptocurrency exchange Coinbase announced that institutional investors on its international exchange can access spot crypto trading services.In a Dec. 13 announcement, Coinbase s… [+305 chars]"
11,"{'id': None, 'name': 'Biztoc.com'}",coindesk.com,Tether Scores Second-Lowest Rank in S&P Global Stablecoin Stability Assessment,"Ratings company S&P Global introduced a stablecoin stability assessment on Tuesday, assigning scores from 1 (very strong) to 5 (weak) as a measure of how capable the cryptocurrency is at keeping to its fiat-currency peg. None of the eight stablecoins assessed…",https://biztoc.com/x/c80dfa14df27fdf9,https://c.biztoc.com/p/c80dfa14df27fdf9/s.webp,2023-12-13T16:12:10Z,"Ratings company S&amp;P Global introduced a stablecoin stability assessment on Tuesday, assigning scores from 1 (very strong) to 5 (weak) as a measure of how capable the cryptocurrency is at keeping … [+267 chars]"
12,"{'id': None, 'name': 'Biztoc.com'}",crypto.news,Eclipse Fi aims to usher new era for defi token launches,"The Cosmos ecosystem has been gaining traction of late, partly due to its community’s decision to slash the inflation rate cap from 20% to 10% but also due to the growing adoption of DYDX, Celestia, and Kuji. Native issuance of USD Coin (USDC) via Noble and C…",https://biztoc.com/x/f15334f49bba26c6,https://c.biztoc.com/p/f15334f49bba26c6/s.webp,2023-12-13T14:29:33Z,"The Cosmos ecosystem has been gaining traction of late, partly due to its communitys decision to slash the inflation rate cap from 20% to 10% but also due to the growing adoption of DYDX, Celestia, a… [+267 chars]"
13,"{'id': None, 'name': 'Biztoc.com'}",newsbtc.com,"Bitcoin Rushes To Exchanges, But This Sign Remains Positive For The Bulls","On-chain data shows an increasing trend of Bitcoin moving to exchanges, a typical bearish sign, but another signal still remains optimistic for the bulls. Bitcoin Exchange Inflows Are Up, But So Are USDT Deposits According to data from the on-chain analytics …",https://biztoc.com/x/12ed778ac64788b3,https://c.biztoc.com/p/12ed778ac64788b3/s.webp,2023-12-12T19:44:08Z,"On-chain data shows an increasing trend of Bitcoin moving to exchanges, a typical bearish sign, but another signal still remains optimistic for the bulls.Bitcoin Exchange Inflows Are Up, But So Are U… [+296 chars]"
14,"{'id': None, 'name': 'Biztoc.com'}",cointelegraph.com,"S&P Global launches stablecoin ratings, ranks GUSD, USDP, USDC highest","S&P Global has launched a stablecoin stability assessment. In its initial ratings of the eight stablecoins, none were given the top mark, but two received the lowest, based on their ability to maintain their fiat pegs. According to a statement, to establish i…",https://biztoc.com/x/cb83e370c5f59a7a,https://c.biztoc.com/p/cb83e370c5f59a7a/s.webp,2023-12-12T19:14:38Z,"S&amp;P Global has launched a stablecoin stability assessment. In its initial ratings of the eight stablecoins, none were given the top mark, but two received the lowest, based on their ability to ma… [+299 chars]"
15,"{'id': None, 'name': 'Biztoc.com'}",ambcrypto.com,Stablecoins are on the up and this is what it means for the market,"Transactions worth more than $7 trillion were settled using stablecoins last year Circulating supply of ERC-20 stablecoins saw a noticeable hike lately Slowly but surely, stablecoins are emerging as a viable medium of exchange globally. As per a recent report…",https://biztoc.com/x/4f323411cb73a122,https://c.biztoc.com/p/4f323411cb73a122/s.webp,2023-12-12T17:42:14Z,"Transactions worth more than $7 trillion were settled using stablecoins last yearCirculating supply of ERC-20 stablecoins saw a noticeable hike latelySlowly but surely, stablecoins are emerging as a … [+285 chars]"
16,"{'id': None, 'name': 'Biztoc.com'}",blockworks.co,Tether receives ‘constrained’ assessment from S&P Global,"The S&P Global Ratings unveiled its stablecoin stability assessment on Tuesday. The launch looked at Dai (DAI), First Digital USD (FDUSD), Tether (USDT), Frax (FRAX), TrueUSD (TUSD) and USD Coin (USDC). In order to assess the stablecoins, analysts primarily l…",https://biztoc.com/x/d02be54db65ac5e6,https://c.biztoc.com/259/og.png,2023-12-12T16:18:27Z,"The S&amp;P Global Ratings unveiled its stablecoin stability assessment on Tuesday.The launch looked at Dai (DAI), First Digital USD (FDUSD), Tether (USDT), Frax (FRAX), TrueUSD (TUSD) and USD Coin (… [+301 chars]"
17,"{'id': None, 'name': 'Biztoc.com'}",cryptonews.com,Coinbase Crypto Wallet Offers “Simple Mode” for Improved UX: CEO Armstrong,"Source: Adobe Brian Armstrong, the CEO of Coinbase crypto exchange, has explained that the wallet modifications, launched last week, focus on payments. On December 5, Coinbase announced enhanced features on its wallet app in a move to facilitate seamless mone…",https://biztoc.com/x/3ac285d5d70cc5f7,https://c.biztoc.com/p/3ac285d5d70cc5f7/s.webp,2023-12-12T11:40:23Z,"Source: AdobeBrian Armstrong, the CEO of Coinbase crypto exchange, has explained that the wallet modifications, launched last week, focus on payments.On December 5, Coinbase announced enhanced featur… [+306 chars]"
18,"{'id': None, 'name': 'Biztoc.com'}",crypto.news,SBI and Saudi Aramco unveil plans for mutual digital asset investment,"Japan’s leading cryptocurrency financial group, SBI, and the national oil company of Saudi Arabia, Saudi Aramco, have revealed intentions to explore co-investing in their respective digital asset portfolios, according to a Dec. 11 news release. As part of thi…",https://biztoc.com/x/5601dfeb2132030e,https://c.biztoc.com/p/5601dfeb2132030e/s.webp,2023-12-11T18:00:25Z,"Japans leading cryptocurrency financial group, SBI, and the national oil company of Saudi Arabia, Saudi Aramco, have revealed intentions to explore co-investing in their respective digital asset port… [+293 chars]"
19,"{'id': None, 'name': 'Biztoc.com'}",newsbtc.com,What Is USDC?,"Stablecoins like USDC have become a cornerstone in the cryptocurrency ecosystem, offering unique stability and reliability. This article provides an in-depth exploration of the USDC Coin, offering you a detailed understanding of its functions, market dynamics…",https://biztoc.com/x/95218e26a0613cd7,https://c.biztoc.com/p/95218e26a0613cd7/s.webp,2023-12-09T00:12:10Z,"Stablecoins like USDC have become a cornerstone in the cryptocurrency ecosystem, offering unique stability and reliability. This article provides an in-depth exploration of the USDC Coin, offering yo… [+282 chars]"
20,"{'id': None, 'name': 'Biztoc.com'}",cryptonews.com,Hong Kong Gaming Giant Boyaa Interactive Shareholders to Vote on $100M Crypto Purchase Plan,"Source: Pixabay Boyaa Interactive International Limited, a Hong Kong-listed company, has scheduled a special general meeting of shareholders to vote on a $100 million crypto purchase plan on December 20. Directors, including independent non-executive director…",https://biztoc.com/x/f72963cf55f53ada,https://c.biztoc.com/p/f72963cf55f53ada/s.webp,2023-12-08T07:14:20Z,"Source: PixabayBoyaa Interactive International Limited, a Hong Kong-listed company, has scheduled a special general meeting of shareholders to vote on a $100 million crypto purchase plan on December … [+295 chars]"
21,"{'id': None, 'name': 'Biztoc.com'}",cointelegraph.com,"HK game firm to buy $100M crypto for treasury, China/UAE CBDC deal: Asia Express","Our weekly roundup of news from East Asia curates the industry’s most important developments. Boyaa Interactive International, a publicly-traded Hong Kong holding company specializing in online card and board games, wants to secure the approval of its shareho…",https://biztoc.com/x/ec4f15ecf5da9da3,https://c.biztoc.com/p/ec4f15ecf5da9da3/s.webp,2023-12-07T23:18:06Z,"Our weekly roundup of news from East Asia curates the industrys most important developments.Boyaa Interactive International, a publicly-traded Hong Kong holding company specializing in online card an… [+292 chars]"
22,"{'id': None, 'name': 'Biztoc.com'}",crypto.news,Circle launches USDC and EURC faucets to support dev activity,"Jeremy Allaire’s stablecoin operator now provides a depot of testnet tokens for blockchain builders to utilize when creating web3 tools and solutions. Circle, the issuer of crypto’s second largest stablecoin, USD Coin (USDC), has released a faucet for its U.S…",https://biztoc.com/x/22bdffac76ad65f0,https://c.biztoc.com/p/22bdffac76ad65f0/s.webp,2023-12-07T18:51:12Z,"Jeremy Allaires stablecoin operator now provides a depot of testnet tokens for blockchain builders to utilize when creating web3 tools and solutions.Circle, the issuer of cryptos second largest stabl… [+280 chars]"
23,"{'id': None, 'name': 'Biztoc.com'}",cointelegraph.com,Web3 firms to support ecosystem development through grants amid market uptick,"soared past the $40,000 mark and brought the total crypto market capitalization to $1 trillion, Web3 firms have started to roll out grants to support the development of the blockchain ecosystem. On Dec. 6, the Worldcoin Foundation, the organization behind the…",https://biztoc.com/x/144dceb8201695cf,https://c.biztoc.com/p/144dceb8201695cf/s.webp,2023-12-07T11:46:09Z,"soared past the $40,000 mark and brought the total crypto market capitalization to $1 trillion, Web3 firms have started to roll out grants to support the development of the blockchain ecosystem.On De… [+303 chars]"
24,"{'id': None, 'name': 'Biztoc.com'}",coingape.com,Canadian Crypto Exchanges Achieve Milestone Growth,"Bitbuy and Coinsquare, prominent Canadian crypto exchanges, have collectively surpassed $1 billion CAD in client assets. This milestone, announced on Dec. 6 by parent company WonderFi, represents significant growth from the $695 million CAD recorded in the th…",https://biztoc.com/x/3708ae5a8f13eaf9,https://c.biztoc.com/p/3708ae5a8f13eaf9/s.webp,2023-12-06T22:41:48Z,"Bitbuy and Coinsquare, prominent Canadian crypto exchanges, have collectively surpassed $1 billion CAD in client assets. This milestone, announced on Dec. 6 by parent company WonderFi, represents sig… [+281 chars]"
25,"{'id': None, 'name': 'Biztoc.com'}",cointelegraph.com,Canadian crypto exchanges reach $1B in assets under management,"Bitbuy and Coinsquare, two of the largest crypto exchanges domiciled in Canada, have surpassed $1 billion CAD in assets ($736 million) under management. According to the Dec. 6 announcement by parent company WonderFi, the two entities currently hold $1 billio…",https://biztoc.com/x/5aca7dd1260ad391,https://c.biztoc.com/p/5aca7dd1260ad391/s.webp,2023-12-06T20:48:11Z,"Bitbuy and Coinsquare, two of the largest crypto exchanges domiciled in Canada, have surpassed $1 billion CAD in assets ($736 million) under management.According to the Dec. 6 announcement by parent … [+291 chars]"
26,"{'id': None, 'name': 'Biztoc.com'}",newsbtc.com,Cap Approaches $90 Billion: Why This Affects Bitcoin,"Data shows that the Tether (USDT) market cap is almost $90 billion. Here’s why this growth could matter for the price of Bitcoin. Tether Market Cap Has Continued To Observe A Rise Recently Tether is a cryptocurrency pegged to the US Dollar, meaning its price …",https://biztoc.com/x/d8937e918295d1e1,https://c.biztoc.com/p/d8937e918295d1e1/s.webp,2023-12-06T16:06:18Z,Data shows that the Tether (USDT) market cap is almost $90 billion. Heres why this growth could matter for the price of Bitcoin.Tether Market Cap Has Continued To Observe A Rise RecentlyTether is a c… [+259 chars]
27,"{'id': None, 'name': 'Biztoc.com'}",finbold.com,What is the best new crypto to invest in?,"Rather than holding a fraction of a Bitcoin (BTC), investors often explore new cryptocurrencies with lower market caps and unit prices per coin and token, aiming for increased growth potential. While this strategy can be rewarding, it comes with numerous risk…",https://biztoc.com/x/6f4ea328afb6f6a0,https://c.biztoc.com/p/6f4ea328afb6f6a0/s.webp,2023-12-06T15:38:58Z,"Rather than holding a fraction of a Bitcoin (BTC), investors often explore new cryptocurrencies with lower market caps and unit prices per coin and token, aiming for increased growth potential. While… [+284 chars]"
28,"{'id': None, 'name': 'Biztoc.com'}",forbes.com,Are DeFi’s High Yields On Stablecoins Worth The Risk?,"Just as investors got used to record-high risk-free returns from short-term US Treasurys, yields on stablecoins such as Tether (USDT) and USD Coin (USDC) have jumped over the past few weeks. With crypto starting to stir as investors get ready for spot ETFs fo…",https://biztoc.com/x/f7b27e1c06397e12,https://c.biztoc.com/p/f7b27e1c06397e12/s.webp,2023-12-06T12:00:39Z,"Just as investors got used to record-high risk-free returns from short-term US Treasurys, yields on stablecoins such as Tether (USDT) and USD Coin (USDC) have jumped over the past few weeks. With cry… [+276 chars]"
29,"{'id': None, 'name': 'Biztoc.com'}",cryptodaily.co.uk,Coinbase Wallet Allows Users to Send Money Via Social Media Apps and Email,"Coinbase Wallet introduced a feature allowing users to transfer cryptocurrencies through a link that can be sent via some of the most popular social media channels and email. Coinbase Wallet announced an exciting new way users can send crypto cheaper, faster,…",https://biztoc.com/x/20b841f7beab8b28,https://c.biztoc.com/p/20b841f7beab8b28/s.webp,2023-12-06T06:38:13Z,Coinbase Wallet introduced a feature allowing users to transfer cryptocurrencies through a link that can be sent via some of the most popular social media channels and email. Coinbase Wallet announce… [+301 chars]
30,"{'id': None, 'name': 'Biztoc.com'}",cointelegraph.com,"Coinbase rolls out crypto transfers via links sent on WhatsApp, Telegram",A new feature from Coinbase Wallet allows for the transfer of crypto through a link that can be sent through some of the most popular social media sites and messaging apps as the crypto exchange looks to make its service accessible to a wider market. “Users c…,https://biztoc.com/x/19f42654fb7bf1cd,https://c.biztoc.com/p/19f42654fb7bf1cd/s.webp,2023-12-06T05:42:14Z,A new feature from Coinbase Wallet allows for the transfer of crypto through a link that can be sent through some of the most popular social media sites and messaging apps as the crypto exchange look… [+301 chars]
31,"{'id': None, 'name': 'Biztoc.com'}",cryptobriefing.com,"Coinbase Wallet unveils USDC transfers via Facebook, TikTok, and WhatsApp","Crypto exchange Coinbase announced today that users can now send and receive USD Coin (USDC) via links shared on social media sites like Facebook, TikTok, and Snapchat, as well as messaging apps like WhatsApp, iMessage, and Telegram. According to Coinbase, re…",https://biztoc.com/x/48c635c63823f9b0,https://c.biztoc.com/p/48c635c63823f9b0/s.webp,2023-12-05T23:12:26Z,"Crypto exchange Coinbase announced today that users can now send and receive USD Coin (USDC) via links shared on social media sites like Facebook, TikTok, and Snapchat, as well as messaging apps like… [+291 chars]"
32,"{'id': None, 'name': 'Biztoc.com'}",cointelegraph.com,"Coinbase rolls out crypto transfers via links sent on WhatsApp, Telegram",A new feature from Coinbase Wallet allows for the transfer of crypto through a link that can be sent through some of the most popular social media sites and messaging apps as the crypto exchange looks to make its service accessible to a wider market. “Users c…,https://biztoc.com/x/880a4429a643d3a7,https://c.biztoc.com/p/880a4429a643d3a7/s.webp,2023-12-05T23:12:06Z,A new feature from Coinbase Wallet allows for the transfer of crypto through a link that can be sent through some of the most popular social media sites and messaging apps as the crypto exchange look… [+303 chars]
33,"{'id': None, 'name': 'Biztoc.com'}",cryptobriefing.com,"Coinbase Wallet unveils USDC transfers via Facebook, TikTok, and WhatsApp","Crypto exchange Coinbase announced today that users can now send and receive USD Coin (USDC) via links shared on social media sites like Facebook, TikTok, and Snapchat, as well as messaging apps like WhatsApp, iMessage, and Telegram. According to Coinbase, re…",https://biztoc.com/x/44d70e8c3a589068,https://c.biztoc.com/p/44d70e8c3a589068/s.webp,2023-12-05T23:02:09Z,"Crypto exchange Coinbase announced today that users can now send and receive USD Coin (USDC) via links shared on social media sites like Facebook, TikTok, and Snapchat, as well as messaging apps like… [+291 chars]"
34,"{'id': None, 'name': 'Biztoc.com'}",cryptonews.com,Coinbase Report: Here’s How Stablecoins Are Revolutionizing the Financial System,"Source: AdobeStock / gguy Coinbase, one of the leading cryptocurrency exchanges based in the United States, has highlighted the importance of stablecoins in facilitating seamless transactions. In a recent blog post, the San Francisco-headquartered exchange no…",https://biztoc.com/x/dee488d53adaa6b3,https://c.biztoc.com/p/dee488d53adaa6b3/s.webp,2023-12-05T16:16:28Z,"Source: AdobeStock / gguyCoinbase, one of the leading cryptocurrency exchanges based in the United States, has highlighted the importance of stablecoins in facilitating seamless transactions. In a re… [+291 chars]"
35,"{'id': None, 'name': 'Biztoc.com'}",watcher.guru,French Court Acquits Platypus Hackers of $8.5M Heist,"A French court cleared two brothers of criminal charges stemming from February’s $8.5 million Platypus Finance hack. Mohammed M., 22, orchestrated the complex flash loan attack. He exploited a smart contract vulnerability to drain funds from the Avalanche-bas…",https://biztoc.com/x/66c8f39c7d870df8,https://c.biztoc.com/p/66c8f39c7d870df8/s.webp,2023-12-04T04:58:11Z,"A French court cleared two brothers of criminal charges stemming from Februarys $8.5 million Platypus Finance hack.Mohammed M., 22, orchestrated the complex flash loan attack. He exploited a smart co… [+275 chars]"
36,"{'id': None, 'name': 'Biztoc.com'}",cryptopotato.com,Here’s How Much Was Lost to Crypto Hacks and Exploits in November: Data,"The crypto market has just witnessed its worst month in 2023 in terms of exploits, with criminals carting away assets worth hundreds of millions of dollars through various attacks. Blockchain security firm CertiK revealed in a tweet that bad actors stole appr…",https://biztoc.com/x/aefba6b65818a56c,https://c.biztoc.com/p/aefba6b65818a56c/s.webp,2023-12-02T11:00:10Z,"The crypto market has just witnessed its worst month in 2023 in terms of exploits, with criminals carting away assets worth hundreds of millions of dollars through various attacks.Blockchain security… [+272 chars]"
37,"{'id': None, 'name': 'Biztoc.com'}",watcher.guru,Weekend Price Prediction,"is currently enjoying a robust positive outlook on its price chart, propelled by significant advancements in the cryptocurrency space. The recent announcement of the USD Coin (USDC) monthly transfer volume exceeding $70 billion has further fueled optimism sur…",https://biztoc.com/x/9706b9be2cf06473,https://c.biztoc.com/p/9706b9be2cf06473/s.webp,2023-12-01T22:36:15Z,"is currently enjoying a robust positive outlook on its price chart, propelled by significant advancements in the cryptocurrency space. The recent announcement of the USD Coin (USDC) monthly transfer … [+269 chars]"
38,"{'id': None, 'name': 'Biztoc.com'}",coinspeaker.com,Coinbase-backed bitsCrunch Announces Two-Week Registration for Community BCUT Token Sale on CoinList,"Coinspeaker Coinbase-backed bitsCrunch Announces Two-Week Registration for Community BCUT Token Sale on CoinList BitsCrunch network, a decentralized artificial intelligence (AI)-enhanced data ecosystem that delivers multi-chain forensic analytics to DeFi deve…",https://biztoc.com/x/dc1f4bbc498db122,https://c.biztoc.com/p/dc1f4bbc498db122/s.webp,2023-12-01T10:08:11Z,"CoinspeakerCoinbase-backed bitsCrunch Announces Two-Week Registration for Community BCUT Token Sale on CoinListBitsCrunch network, a decentralized artificial intelligence (AI)-enhanced data ecosystem… [+276 chars]"
39,"{'id': None, 'name': 'Biztoc.com'}",cryptopotato.com,Kronos Research Offers 10% Bounty Following $26 Million Hack,"After being robbed of $26 million in crypto earlier this month, trading firm Kronos Research is reaching out to their hacker to negotiate. The company has offered to drop all legal charges if the hacker returns 90% of the stolen funds, leaving him ~$2.5 milli…",https://biztoc.com/x/11fae7637011bd5c,https://c.biztoc.com/p/11fae7637011bd5c/s.webp,2023-11-28T19:46:09Z,"After being robbed of $26 million in crypto earlier this month, trading firm Kronos Research is reaching out to their hacker to negotiate.The company has offered to drop all legal charges if the hack… [+279 chars]"
40,"{'id': None, 'name': 'Biztoc.com'}",newsbtc.com,Santiment Reveals Trigger Behind Bitcoin Rally: Will This Signal Reignite?,"The on-chain analytics firm Santiment has explained how Tether (USD) and USD Coin (USDC) exchange inflows preceded the recent Bitcoin rally. Bitcoin Rally May Restart If Stablecoins See Further Exchange Deposits In a new post on X, Santiment discussed the tre…",https://biztoc.com/x/8b14960aa08951d5,https://c.biztoc.com/p/8b14960aa08951d5/s.webp,2023-11-28T00:06:08Z,The on-chain analytics firm Santiment has explained how Tether (USD) and USD Coin (USDC) exchange inflows preceded the recent Bitcoin rally.Bitcoin Rally May Restart If Stablecoins See Further Exchan… [+261 chars]
41,"{'id': None, 'name': 'Biztoc.com'}",cryptopotato.com,SBI Holdings and Circle Collaborate to Boost USDC Circulation in Japan,"SBI Holdings, Inc., a leading Tokyo-based financial services firm, has announced its strategic partnership with Circle Internet Financial, the USD Coin (USDC) issuer. This collaboration aims to increase the circulation of USDC and promote the use of Circle’s …",https://biztoc.com/x/42205666233a45c2,https://c.biztoc.com/p/42205666233a45c2/s.webp,2023-11-27T23:14:09Z,"SBI Holdings, Inc., a leading Tokyo-based financial services firm, has announced its strategic partnership with Circle Internet Financial, the USD Coin (USDC) issuer.This collaboration aims to increa… [+290 chars]"
42,"{'id': None, 'name': 'Biztoc.com'}",thecryptobasic.com,"A Price Rally In Motion With Solana (SOL), Chainlink (LINK), Sei (SEI), NEAR Protocol (NEAR)","The current state of the cryptocurrency market is marked by a sustained upward trajectory, with Bitcoin (BTC) recently hitting the crucial $38,000 mark, a clear indicator of positive market sentiment. This rally is not isolated to Bitcoin alone; it encompasse…",https://biztoc.com/x/297f74c08524e317,https://c.biztoc.com/p/297f74c08524e317/s.webp,2023-11-27T19:18:10Z,"The current state of the cryptocurrency market is marked by a sustained upward trajectory, with Bitcoin (BTC) recently hitting the crucial $38,000 mark, a clear indicator of positive market sentiment… [+328 chars]"
43,"{'id': None, 'name': 'Biztoc.com'}",cryptoslate.com,"Circle, SBI Holdings focus combined efforts on USDC growth in Japanese market","Stablecoin issuer Circle signed a Memorandum of Understanding (MoU) with Japanese financial giant SBI Holdings to boost USD Coin (USDC) circulation, establish a banking relationship, and expand its presence in the Asian country, according to a Nov. 27 stateme…",https://biztoc.com/x/a538e5103e0f1651,https://c.biztoc.com/p/a538e5103e0f1651/s.webp,2023-11-27T09:40:07Z,"Stablecoin issuer Circle signed a Memorandum of Understanding (MoU) with Japanese financial giant SBI Holdings to boost USD Coin (USDC) circulation, establish a banking relationship, and expand its p… [+288 chars]"
44,"{'id': None, 'name': 'Biztoc.com'}",thecryptobasic.com,Ripple and XRP Believer SBI Holdings Joins Hands with Circle to Promote USDC in Japan,"SBI Holdings, a prominent Japanese financial firm that believes greatly in Ripple and XRP, has partnered with the second-largest stablecoin issuer, Circle, to bring USD Coin (USDC) to Japan. Circle disclosed details about the new coalition in a tweet today an…",https://biztoc.com/x/bd7a959d7f1a813c,https://c.biztoc.com/p/bd7a959d7f1a813c/s.webp,2023-11-27T07:36:10Z,"SBI Holdings, a prominent Japanese financial firm that believes greatly in Ripple and XRP, has partnered with the second-largest stablecoin issuer, Circle, to bring USD Coin (USDC) to Japan.Circle di… [+288 chars]"
