,source,author,title,description,url,urlToImage,publishedAt,content
64,"{'id': None, 'name': 'Biztoc.com'}",cryptopotato.com,Tether Releases Letters Sent to US Senate Committee: Details,"Tether, the company behind the largest stablecoin, has released the two letters it had sent to the US Senate Committee on Banking, Housing, and Urban Affairs and House Financial Services Committee. The letters are specifically addressed to pro-Bitcoin Senator…",https://biztoc.com/x/ae5255f331bb6d9a,https://c.biztoc.com/p/ae5255f331bb6d9a/s.webp,2023-12-16T15:00:05Z,"Tether, the company behind the largest stablecoin, has released the two letters it had sent to the US Senate Committee on Banking, Housing, and Urban Affairs and House Financial Services Committee.Th… [+294 chars]"
65,"{'id': None, 'name': 'The Daily Hodl'}",Daily Hodl Staff,"Crypto Strategist Issues Bitcoin Alert, Says BTC Price Action Signaling Bearish Bias – Here Are His Targets","Cryptocurrency analyst and trader Justin Bennett is warning of a Bitcoin (BTC) correction after a massive uptrend. Bennett tells his 110,700 followers on the social media platform X that a bearish trend reversal may be forming for Bitcoin that could send it d…",https://dailyhodl.com/2023/12/16/crypto-strategist-issues-bitcoin-alert-says-btc-price-action-signaling-bearish-bias-here-are-his-targets/,https://dailyhodl.com/wp-content/uploads/2023/12/Says-BTC-Price-Action.jpg,2023-12-16T12:45:47Z,"Cryptocurrency analyst and trader Justin Bennett is warning of a Bitcoin (BTC) correction after a massive uptrend.
Bennett tells his 110,700 followers on the social media platform X that a bearish t… [+2134 chars]"
66,"{'id': None, 'name': 'Biztoc.com'}",coinpedia.org,"Tether Tightens Sanctions, Partners with US Regulators for Security Control",Qadir Ak is the founder of Coinpedia. He has over a decade of experience writing about technology and has been covering the blockchain and cryptocurrency space since 2010. He has also interviewed a few prominent experts within the cryptocurrency space. After …,https://biztoc.com/x/36f3147634c05762,https://c.biztoc.com/p/36f3147634c05762/s.webp,2023-12-16T12:02:21Z,Qadir Ak is the founder of Coinpedia. He has over a decade of experience writing about technology and has been covering the blockchain and cryptocurrency space since 2010. He has also interviewed a f… [+297 chars]
67,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Melissa Noble),We got stuck in the Dubai airport and a stranger flew across the world with my son's birth certificate,We didn't know minors needed physical birth certificates to travel to South Africa. A stranger brought my son's across the world when we got stranded.,https://www.businessinsider.com/south-africa-birth-certificates-children-travelers-enter-country-2023-12,https://i.insider.com/65786cfa0ec98e92f74e79fb?width=1200&format=jpeg,2023-12-16T11:23:01Z,We were waiting in line with our toddler at the airport gate in Dubai for our interconnecting flight to South Africa when we started to feel like something might be off. A gentleman with three young … [+3317 chars]
68,"{'id': None, 'name': 'Biztoc.com'}",coingape.com,Tether Collaborates With US Regulators For Robust Crypto Security,"In a significant move that could reshape the cryptocurrency landscape, Tether, the industry giant, has unveiled its unwavering commitment to revolutionizing the crypto market. Meanwhile, the release of letters addressed to the U.S. Senate Committee on Banking…",https://biztoc.com/x/1a2fc2155677c3cf,https://c.biztoc.com/p/1a2fc2155677c3cf/s.webp,2023-12-16T08:56:20Z,"In a significant move that could reshape the cryptocurrency landscape, Tether, the industry giant, has unveiled its unwavering commitment to revolutionizing the crypto market. Meanwhile, the release … [+295 chars]"
69,"{'id': None, 'name': 'Mobileread.com'}",ultraloveninja,Stumped on USBnet on Kindle3,"Ok, I've been trying to see if I can SSH into my Kindle3 WiFi to check to see if I can run the Online screensaver extension:
https://www.mobileread.com/forums/showthread.php?t=236104

I have KUAL and the USBNetwork and everything else installed from here: htt…",https://www.mobileread.com/forums/showthread.php?s=0a72c6a6952984106847d6d83501fb9c&p=4380917#post4380917,,2023-12-16T02:40:14Z,"Ok, I've been trying to see if I can SSH into my Kindle3 WiFi to check to see if I can run the Online screensaver extension:https://www.mobileread.com/forums/sh...d.php?t=236104I have KUAL and the US… [+752 chars]"
70,"{'id': None, 'name': 'Biztoc.com'}",theregister.com,Ledger JS library poisoned to steal $650K+ from wallets,"Cryptocurrency wallet maker Ledger says someone slipped malicious code into one of its JavaScript libraries to steal more than half a million dollars from victims. The library in question is Connect Kit, which allows DApps – decentralized software application…",https://biztoc.com/x/72066a2b0a0521df,https://c.biztoc.com/p/72066a2b0a0521df/s.webp,2023-12-16T00:18:10Z,Cryptocurrency wallet maker Ledger says someone slipped malicious code into one of its JavaScript libraries to steal more than half a million dollars from victims.The library in question is Connect K… [+291 chars]
71,"{'id': None, 'name': 'Theregister.com'}",Thomas Claburn,Hundreds of thousands of dollars in crypto stolen after Ledger code poisoned,NPM repo hijacked after former worker phished Cryptocurrency wallet maker Ledger says someone slipped malicious code into one of its JavaScript libraries to steal more than half a million dollars from victims.…,https://www.theregister.com/2023/12/16/ledger_crypto_conect_kit/,https://regmedia.co.uk/2022/01/31/shutterstock_cryptocurrency_crime.jpg,2023-12-16T00:13:24Z,"Cryptocurrency wallet maker Ledger says someone slipped malicious code into one of its JavaScript libraries to steal more than half a million dollars from victims.
The library in question is Connect… [+4505 chars]"
72,"{'id': None, 'name': 'The Daily Progress'}",EMILY HEMPHILL The Daily Progress,Failure to launch: Foxfield's inaugural hot air balloon festival too popular for its own good,"The event overwhelmed roadways, capacity restrictions, staff and a single food truck.",https://dailyprogress.com/news/local/failure-to-launch-foxfields-inaugural-hot-air-balloon-festival-too-popular-for-its-own-good/article_251f56e6-9ab7-11ee-83be-9f42e95daccc.html,https://bloximages.newyork1.vip.townnews.com/roanoke.com/content/tncms/assets/v3/editorial/6/1f/61f5ef70-c055-58a7-bbcc-eece73363e0b/657c6b47b9058.preview.jpg?crop=1763%2C926%2C0%2C124&resize=1200%2C630&order=crop%2Cresize,2023-12-15T18:00:00Z,"It takes something truly spectacular to draw hundreds of people to an empty grass field in Central Virginia in mid-December. The folks at Foxfield, the Charlottesville area's premier horse racing fac… [+7452 chars]"
73,"{'id': 'techradar', 'name': 'TechRadar'}",Craig Hale,Attack on Ledger crypto wallet leads to huge money thefts,"At least $610,000 was stolen from victims’ crypto wallets in just two hours before Ledger was able to act.",https://www.techradar.com/pro/security/attack-on-ledger-crypto-wallet-leads-to-huge-money-thefts,https://cdn.mos.cms.futurecdn.net/PW6ASc5SqT2XZ4fjp8Nkw7-1200-80.jpg,2023-12-15T17:02:13Z,"Crypto giant Ledger spent December 14 warning users not to interact with web3 decentralized apps amid concerns over a supply chain attack.
The attack on the ‘Ledger dApp Connect Kit' library was fou… [+1622 chars]"
74,"{'id': None, 'name': 'Cointelegraph'}",Gustavo Godoy,"Top criptonoticias de la semana: Robinhood estrena cripto en Europa, Visa Bitcoin de El Salvador, casi agotada, EE.UU. impide salir a CZ y más","Un breve repaso de cuáles fueron las criptonoticias más destacadas de la semana para que no te pierdas ningún detalle sobre lo que está pasando en el mundo sobre bitcoin, blockchain y el ecosistema cripto.
 La Reserva Federal, que es el banco central de Estad…",https://es.cointelegraph.com/news/top-crypto-news-of-the-week-robinhood-premieres-crypto-in-europe-el-salvadors-bitcoin-visa-almost-sold-out-us,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/storage/uploads/view/723d5e7b47346e73ea9bee12534d5072.jpg",2023-12-15T16:37:00Z,"La Reserva Federal, que es el banco central de Estados Unidos, decidió no tocar los tipos de interés. Los dejó entre el 5.25% y el 5.5%, que es un nivel bastante alto comparado con otros países. Esto… [+6660 chars]"
75,"{'id': None, 'name': 'Biztoc.com'}",financemagnates.com,Crypto Winds of Change: CBDCs on the Horizon for Global Banks,"The Governor of the Bank of Korea, Rhee Chang-yong, emphasized the ""urgency"" for central banks to consider the introduction of central bank digital currencies (CBDC) in response to the challenges posed by stablecoins. Stablecoins like tether (USDT) and USD Co…",https://biztoc.com/x/e00e5254391c5e1f,https://c.biztoc.com/p/e00e5254391c5e1f/s.webp,2023-12-15T16:34:14Z,"The Governor of the Bank of Korea, Rhee Chang-yong, emphasized the ""urgency"" for central banks to consider the introduction of central bank digital currencies (CBDC) in response to the challenges pos… [+301 chars]"
76,"{'id': None, 'name': 'Biztoc.com'}",news.bitcoin.com,Connect Kit Exploit Sparks Criticism of Ledger’s Security Framework,"On Dec. 14, 2023, Ledger’s Connect Kit, a Javascript library for wallet connectivity, suffered a significant exploit. This incident, which was contained within two hours, has brought forth a number of criticisms of Ledger’s security practices. Ledger Exploit …",https://biztoc.com/x/b410e96d466f0f88,https://c.biztoc.com/p/b410e96d466f0f88/s.webp,2023-12-15T15:38:13Z,"On Dec. 14, 2023, Ledgers Connect Kit, a Javascript library for wallet connectivity, suffered a significant exploit. This incident, which was contained within two hours, has brought forth a number of… [+311 chars]"
77,"{'id': None, 'name': 'Biztoc.com'}",coindesk.com,Bank of Korea Governor Sees CBDC Introduction as Case for 'Urgency:' Report,"The growth of stablecoins such as tether (USDT) and USD Coin (USDC) poses challenges to central banks because, despite their name, they often lack stability, Bank of Korea Governor Rhee Chang-yong said Friday, according to Yonhap News. ""This underscores the u…",https://biztoc.com/x/cf51d3762e19e19a,https://c.biztoc.com/p/cf51d3762e19e19a/s.webp,2023-12-15T15:04:08Z,"The growth of stablecoins such as tether (USDT) and USD Coin (USDC) poses challenges to central banks because, despite their name, they often lack stability, Bank of Korea Governor Rhee Chang-yong sa… [+283 chars]"
78,"{'id': None, 'name': 'Securitylab.ru'}",Alexander Antipov,Вредоносный JavaScript ограбил криптокошельки Ledger на 680 000 долларов,Разработчики просят клиентов быть осторожнее с децентрализованными приложениями.,https://www.securitylab.ru/news/544636.php,https://www.securitylab.ru/upload/iblock/135/kws830i2kw71xrihg5kuk07ssn6lr56o.jpg,2023-12-15T14:50:00Z,".
 Ledger, , dApps ( ). .
javascript- Ledger dApp Connect Kit , web3- Ledger. NFT .
, 14 , Ledger NPMJS . Connect Kit, 1.1.5, 1.1.6 1.1.7.
javascript Wallet Connect, . Connect Kit 1.1.8.
dApps, … [+117 chars]"
79,"{'id': None, 'name': 'Criptonoticias.com'}",Fernando Clementín,CEO de Ledger: el ataque «fue un desafortunado evento aislado»,"En un comunicado, la empresa asumió la responsabilidad sobre el ataque a su conector Ledger Connect Kit, usado en muchas aplicaciones descentralizadas. 
Leer más",https://www.criptonoticias.com/seguridad-bitcoin/ceo-ledger-ataque-ayer-desafortunado-evento-aislado/,https://www.criptonoticias.com/wp-content/uploads/2023/11/pascal-gauthier-seguridad-ledger.jpg,2023-12-15T14:37:08Z,"Hechos clave:
<ul><li>Pascal Gauthier admitió que no se revocaron los accesos de un exempleado a los sistemas de Ledger.
</li><li>""Hay que levantar la vara en la seguridad de las dApps"", asegura el… [+3121 chars]"
80,"{'id': None, 'name': 'Html.it'}",Francesco Messina,Copertura WiFi potente e ovunque con il ripetitore TP-Link al 22% di sconto,"L'offerta di oggi su Amazon sul ripetitore WiFi di casa TP-Link è molto ghiotta: lo sconto attivo è del 22% e il costo finale di 34,99€.
Leggi Copertura WiFi potente e ovunque con il ripetitore TP-Link al 22% di sconto",https://www.html.it/magazine/copertura-wifi-potente-e-ovunque-con-il-ripetitore-tp-link-al-22-di-sconto/,https://www.html.it/app/uploads/2023/12/wifi-tp-link-560x350.jpg,2023-12-15T14:00:24Z,"Il TP-Link AC1200 rappresenta una soluzione avanzata per estendere la copertura della rete WiFi, offrendo una connessione veloce e stabile grazie alle sue caratteristiche di ultima generazione. Con u… [+1233 chars]"
81,"{'id': None, 'name': 'Rappler'}",Reuters,COP28 deal welcomed by businesses seeking climate clarity,Executives say governments must now work faster on their national plans to address climate change,https://www.rappler.com/business/cop28-deal-welcomed-companies-seeking-climate-clarity/,https://www.rappler.com/tachyon/2023/12/cop28-dubai-exhibition-center-december-13-2023-reuters-001.jpg,2023-12-15T13:10:10Z,"This week’s landmark climate deal at COP28 will only help accelerate efforts to green the global economy if it is backed up with deeper shifts in national rules, business leaders said.
But some exec… [+3517 chars]"
82,"{'id': None, 'name': 'Internet'}",info@thehackernews.com (The Hacker News),"Crypto Hardware Wallet Ledger's Supply Chain Breach Results in $600,000 Theft","Crypto hardware wallet maker Ledger published a new version of its ""@ledgerhq/connect-kit"" npm module after unidentified threat actors pushed malicious code that led to the theft of more than $600,000 in virtual assets.
The compromise was the result of a form…",https://thehackernews.com/2023/12/crypto-hardware-wallet-ledgers-supply.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgNPeIEds2Yy8KQh5fB_BMbhKyf9Aq_wl3ltqOlLHuDa5ZQWXho7murXiKE0qjeokjHBbDYEov7hf8qGFNWykVdxuuf7en8BzynuYgXLs_VPbSjmjTrEnxckAt2HAXDCwKFF4pLo7Jc1apjA_OtfOPQIbc6cBDgGVmYcCPuPJ9jMYcM0JEu1-39pogQDtbQ/s728-rw-ft-e30/bitcoin.jpg,2023-12-15T13:01:00Z,"Crypto hardware wallet maker Ledger published a new version of its ""@ledgerhq/connect-kit"" npm module after unidentified threat actors pushed malicious code that led to the theft of more than $600,00… [+2610 chars]"
83,"{'id': None, 'name': 'The Atlantic'}",Xochitl Gonzalez,That’s Not Censorship,"Artists are free to say what they want, and free to face the consequences.",https://www.theatlantic.com/ideas/archive/2023/12/artists-censorship-israel-gaza/676360/?utm_source=feed,,2023-12-15T12:31:00Z,"For the past few years, the right has worn itself out decrying “cancel culture”—claiming that left-wing mobs have destroyed the career of artists, writers, and freethinkers—and equating it with censo… [+12247 chars]"
84,"{'id': None, 'name': '01net.com'}",Florian Bayard,"Ledger, leader de la sécurité des cryptomonnaies, a été piraté","Ledger, la licorne française des cryptomonnaies, a été piratée. Des cybercriminels sont parvenus à glisser un dangereux malware dans un logiciel utilisé par le groupe. Ce virus était programmé pour drainer les fonds des utilisateurs de la finance décentralisé…",https://www.01net.com/actualites/ledger-leader-securite-cryptomonnaies-pirate.html,https://www.01net.com/app/uploads/2023/06/ledger-live-crypto-app.jpg,2023-12-15T12:30:20Z,"Ledger, la licorne française des cryptomonnaies, a été piratée. Des cybercriminels sont parvenus à glisser un dangereux malware dans un logiciel utilisé par le groupe. Ce virus était programmé pour d… [+6175 chars]"
85,"{'id': None, 'name': 'CryptoSlate'}",Liam 'Akiba' Wright,Public crypto companies get chance to shine as cybersecurity incidents to be reported within days under SEC rules,The Securities and Exchange Commission’s (SEC) new disclosure requirements for how the public discloses material cybersecurity incidents go into effect later this month following the conclusion of the comment period. Given the transparent and timely manner in…,https://cryptoslate.com/public-crypto-companies-get-chance-to-shine-as-cybersecurity-incidents-to-be-reported-within-days-under-sec-rules/,https://cryptoslate.com/wp-content/uploads/2023/12/sec-cybersecurity-crypto.jpg,2023-12-15T12:15:37Z,The Securities and Exchange Commission’s (SEC) new disclosure requirements for how the public discloses material cybersecurity incidents go into effect later this month following the conclusion of th… [+6431 chars]
86,"{'id': None, 'name': 'Www.is.fi'}","Tuomas Linnake, Henrik Kärkkäinen",Saitko tällaisen työ­tarjouksen? Taustalla on kieroakin kierompi vedätys,Suomalaisia houkutellaan etätöihin helpolla rahalla WhatsAppissa. Totuus on tyystin toinen.,https://www.is.fi/digitoday/tietoturva/art-2000010060613.html,https://is.mediadelivery.fi/img/some/default/e390cd3d2cb8953826c1f2d2f58b7108.jpg,2023-12-15T11:57:00Z,Suomalaisia houkutellaan etätöihin helpolla rahalla WhatsAppissa. Totuus on tyystin toinen.Metan omistamassa WhatsApp-pikaviestimessä lähetetään nyt rekrytoijien nimissä työtarjouksia ja houkutellaan… [+3259 chars]
87,"{'id': None, 'name': 'Biztoc.com'}",onthebrink-podcast.com,"Weekly Roundup 12/15/23 (Cantor and Tether, cash vs in-kind ETFs) (EP.486)",Matt and Nic return for another week of news and deals. In this episode: Coinbase’s positioning ahead of the ETF Cantor CEO Howard Lutnick acknowledges their Tether role Where do we stand on cash creation versus in-kind creation for the Bitcoin ETF? Coinbase …,https://biztoc.com/x/16313c81f05bf7a9,https://c.biztoc.com/p/16313c81f05bf7a9/s.webp,2023-12-15T11:16:14Z,"Matt and Nic return for another week of news and deals. In this episode: 
Coinbases positioning ahead of the ETF Cantor CEO Howard Lutnick acknowledges their Tether role Where do we stand on cash cr… [+290 chars]"
88,"{'id': None, 'name': 'Le Soir'}",Mika,La Société Générale déploie son stablecoin adossé à l’euro,"Pour Forge, la division spécialisée dans les cryptomonnaies de la Société Générale, l’heure est à la démocratisation de son stablecoin, l’EUR Coinvertible. La semaine dernière, Société Générale – Forge a annoncé une avancée majeure dans son initiative blockch…",https://be-crypto.lesoir.be/fr/marches/la-societe-generale-deploie-son-stablecoin-adosse-a-leuro,,2023-12-15T10:20:53Z,"Pour Forge, la division spécialisée dans les cryptomonnaies de la Société Générale, lheure est à la démocratisation de son stablecoin, lEUR Coinvertible.
La semaine dernière, Société Générale Forge … [+1650 chars]"
89,"{'id': None, 'name': 'Lastampa.it'}",La Stampa,"Paperoni d’Italia secondo Forbes: Ferrero è al primo posto con 39 miliardi di dollari di patrimonio, ecco la classica dei più ricchi",Nel 2023 la guerra in Ucraina ha fatto schizzare il prezzo del Gas e raffreddato le case degli italiani. L'inflazione ha strozzato i carrelli della spesa. L'aumento dei tassi d'interesse ha reso impos ... [Continua a leggere sul sito.],https://www.lastampa.it/economia/2023/12/15/news/classifica_forbes_2023_piu_ricchi_italia-13934007/,https://www.gedistatic.it/content/gnn/img/lastampa/2023/12/15/103349961-6d0d88ab-08f8-4e8f-96b2-88d7305dbdb7.jpg,2023-12-15T09:33:51Z,Nel 2023 la guerra in Ucraina ha fatto schizzare il prezzo del Gas e raffreddato le case degli italiani. L'inflazione ha strozzato i carrelli della spesa. L'aumento dei tassi d'interesse ha reso impo… [+3246 chars]
90,"{'id': None, 'name': 'Biztoc.com'}",news.bitcoin.com,Adam Back Says ‘Suck That Truthoors’ as Cantor Fitzgerald CEO Reveals Company Holds Tether’s Treasuries,"Howard Lutnick, CEO of Cantor Fitzgerald, a Wall Street private financial services company, has recently confirmed that they lent their services to Tether, the issuer of the biggest stablecoin in the cryptocurrency market. On CNBC’s Money Movers, Lutnick stat…",https://biztoc.com/x/c779b3dedf14da5f,https://c.biztoc.com/p/c779b3dedf14da5f/s.webp,2023-12-15T09:06:10Z,"Howard Lutnick, CEO of Cantor Fitzgerald, a Wall Street private financial services company, has recently confirmed that they lent their services to Tether, the issuer of the biggest stablecoin in the… [+300 chars]"
91,"{'id': None, 'name': 'Boston Herald'}",Stephen Moore,Moore: DC out to destroy America’s tech titans,"Apparently, making a profit, creating hundreds of thousands of jobs and adding trillions of dollars of consumer welfare are now nefarious pursuits in America.",https://www.bostonherald.com/2023/12/15/moore-dc-out-to-destroy-americas-tech-titans/,https://www.bostonherald.com/wp-content/uploads/2023/12/BHR-Z-MOORE-01-1.jpg?w=1024&h=683,2023-12-15T05:27:13Z,"Nothing exemplifies America’s tech industry dominance in the global economy more than the meteoric rise of what is now being called the “Magnificent Seven” stocks Amazon, Apple, Google, Meta, Microso… [+3972 chars]"
92,"{'id': None, 'name': 'Bitcoinist'}",Dalmas Ngetich,"Ledger Falls Victim To Supply Chain Attack, Over $480,000 Drained","In yet another significant security breach, unknown malicious agents targeted Ledger, the popular hardware wallet provider, aiming to exploit their LedgerConnect kit. Blockaid, a platform aiming to protect web3 users, was the first to report on the attack. Th…",https://bitcoinist.com/ledger-supply-chain-attack-over-480000-drained/,https://bitcoinist.com/wp-content/uploads/2023/12/Crypto-news-Template17.png,2023-12-15T04:00:55Z,"In yet another significant security breach, unknown malicious agents targeted Ledger, the popular hardware wallet provider, aiming to exploit their LedgerConnect kit. Blockaid, a platform aiming to p… [+2734 chars]"
93,"{'id': None, 'name': 'Biztoc.com'}",decrypt.co,How a Single Phishing Link Unleashed Chaos on Crypto,Crypto wallet manufacturer Ledger has confirmed an exploit that led it to warn users to “stop using dapps” started because a former employee fell for a phishing scam. The former employee’s name and email address showed up in the compromised code. Initially th…,https://biztoc.com/x/6fe496ce900c4f9a,https://c.biztoc.com/p/6fe496ce900c4f9a/s.webp,2023-12-15T03:54:07Z,Crypto wallet manufacturer Ledger has confirmed an exploit that led it to warn users to stop using dapps started because a former employee fell for a phishing scam.The former employees name and email… [+288 chars]
94,"{'id': None, 'name': 'Elifesciences.org'}","musclestemcell@gmail.com (Katsuya Hirasaka), musclestemcell@gmail.com (Mari Yamagata), musclestemcell@gmail.com (Takahiko Sato), musclestemcell@gmail.com (Takeshi Nikawa), musclestemcell@gmail.com (Takuya Yamamoto), musclestemcell@gmail.com (Yurika Ito)",The reciprocal regulation between mitochondrial-associated membranes and Notch signaling in skeletal muscle atrophy,"Skeletal muscle atrophy and the inhibition of muscle regeneration are known to occur as a natural consequence of aging, yet the underlying mechanisms that lead to these processes in atrophic myofibers remain largely unclear. Our research has revealed that the…",https://elifesciences.org/articles/89381,https://elifesciences.org/assets/images/social/icon-600x600@1.52e87ee6.png,2023-12-15T00:00:00Z,"Primary human myogenic cell culture
All methods relating to human studies were performed in accordance with the guidelines and regulations of Medical Research Ethics Review Committee of Fujita Healt… [+13191 chars]"
95,"{'id': None, 'name': 'Cointelegraph'}",Cointelegraph by Zhiyuan Sun,"Korean crypto firm raises $140M, China’s $1.4T AI sector, Huobi battle: Asia Express","Korean crypto firm pulls off the biggest raise in Asia this year, AI market in China is now worth $1.4T, and Huobi trademark court battle.",https://cointelegraph.com/magazine/asian-crypto-firm-raises-140m-ai-market-china-sinohope-huobi-asia-express/,http://cointelegraph.com/magazine/wp-content/uploads/2023/01/magazine-Asia-Express-Jan-20-scaled.jpeg,2023-12-14T23:37:21Z,"Our weekly roundup of news from East Asia curates the industrys most important developments.
South Korean nonfungible tokens (NFT) developer Line Next secured a $140 million investment on December 1… [+5903 chars]"
96,"{'id': None, 'name': 'Investing.com'}",Reuters,Cryptoverse: Bitcoin defies its doubters in 2023,Cryptoverse: Bitcoin defies its doubters in 2023,https://www.investing.com/news/economy/cryptoverse-bitcoin-defies-its-doubters-in-2023-3257121,https://i-invdn-com.investing.com/news/SP500StandardandPoors500Index_800x533_L_1657544297.jpg,2023-12-14T23:32:00Z,"(This Dec. 12 story has been corrected to fix the spelling of Kelvin Koh's name in paragraph 3)
By Medha Singh and Lisa Pauline Mattackal
(Reuters) - If 2022 was the year that ""broke bitcoin"", 2023… [+4134 chars]"
97,"{'id': None, 'name': 'Cointelegraph'}",Derek Andersen,"CEO de Ledger explica el hackeo y lo califica de ""incidente aislado""","El CEO y presidente, Pascal Gauthier, afirma que la empresa está trabajando con las fuerzas del orden para ""encontrar al responsable y llevarlo ante la justicia"".
 El CEO de Ledger, Pascal Gauthier, abordó el hackeo del proveedor de billeteras el 14 de diciem…",https://es.cointelegraph.com/news/ledger-ceo-explains-hack-calls-it-isolated-incident,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2023-12/f49f6951-250e-4ffe-b735-320ee2750532.jpg",2023-12-14T22:25:00Z,"El CEO de Ledger, Pascal Gauthier, abordó el hackeo del proveedor de billeteras el 14 de diciembre en una entrada en el blog de la compañía. Dijo que el hackeo de la biblioteca de conectores Javascri… [+3011 chars]"
98,"{'id': None, 'name': 'Biztoc.com'}",blockworks.co,Ledger CEO says attack was an ‘unfortunate isolated incident’,"Ledger CEO Pascal Gauthier addressed the “supply chain attack” on its Ledger ConnectKit in a post on Thursday. “The standard practice at Ledger is that no single person can deploy code without review by multiple parties. We have strong access controls, intern…",https://biztoc.com/x/a44e4fd9f35507e0,https://c.biztoc.com/260/og.png,2023-12-14T21:54:14Z,Ledger CEO Pascal Gauthier addressed the supply chain attack on its Ledger ConnectKit in a post on Thursday.The standard practice at Ledger is that no single person can deploy code without review by … [+304 chars]
99,"{'id': None, 'name': 'Biztoc.com'}",cointelegraph.com,"Ledger CEO explains hack, calls it ‘isolated incident’",Ledger CEO Pascal Gauthier has addressed the Dec. 14 hack of the wallet provider’s hack in a post on the company’s blog. He said the hack of Ledger’s Javascript connector library was an “isolated incident” and promised stronger security control. The exploit r…,https://biztoc.com/x/d9edcdf21d646a22,https://c.biztoc.com/p/d9edcdf21d646a22/s.webp,2023-12-14T21:00:34Z,Ledger CEO Pascal Gauthier has addressed the Dec. 14 hack of the wallet providers hack in a post on the companys blog. He said the hack of Ledgers Javascript connector library was an isolated inciden… [+279 chars]
